kunde_id,alder,maaneder_som_kunde,maanedspris_kr,ukentlig_bruk_timer,supporthenvendelser_6mnd,forsinkede_betalinger_12mnd,kontrakt,autotrekk,tilfredshet,churn
K0784,66,39,81.3,1.61,1,0,Maaned,Ja,6.11,0
K0785,25,111,70.27,13.61,0,1,To_aar,Nei,,0
K0786,33,16,89.44,16.41,0,0,Ett_aar,Ja,9.09,0
K0787,41,31,74.49,11.96,2,0,Ett_aar,Ja,6.66,0
K0788,34,42,88.65,16.3,4,2,Maaned,Nei,5.17,0
K0789,25,98,73.95,21.65,0,2,Ett_aar,Nei,6.36,0
K0790,40,42,76.46,17.14,0,0,Maaned,Ja,7.76,0
K0791,45,58,60.39,2.09,0,0,To_aar,Ja,9.28,0
K0792,22,113,83.45,19.63,2,1,To_aar,Ja,6.54,0
K0793,43,53,87.39,9.34,1,0,Maaned,Ja,6.45,0
K0794,26,43,75.11,15.07,0,1,Ett_aar,Ja,4.69,0
K0795,52,85,84.89,14.39,1,2,Maaned,Nei,4.37,0
K0796,40,62,78.56,4.18,1,0,Maaned,Ja,5.88,0
K0797,29,15,71.1,13.77,0,0,Maaned,Ja,6.53,0
K0798,53,40,102.2,14.05,1,0,Maaned,Ja,8.56,0
K0799,40,4,94.56,4.49,3,0,Maaned,Nei,5.62,1
K0800,39,72,77.11,8.66,1,0,To_aar,Ja,7.47,0
K0801,29,33,86.39,10.77,1,0,Maaned,Ja,7.67,0
K0802,54,32,87.98,6.98,1,0,Ett_aar,Ja,6.1,1
K0803,49,84,70.56,4.39,0,2,Ett_aar,Nei,6.33,0
K0804,38,48,79.31,10.48,0,1,Maaned,Nei,6.46,0
K0805,24,41,69.02,11.65,1,0,To_aar,Nei,8.1,0
K0806,37,31,91.25,9.67,1,2,Maaned,Nei,6.33,1
K0807,41,62,60.78,15.36,2,1,Maaned,Ja,7.72,0
K0808,48,61,85.62,8.14,3,0,Maaned,Ja,6.1,0
K0809,61,20,85.88,13.23,1,0,Maaned,Ja,6.54,0
K0810,26,31,73.15,4.14,0,1,To_aar,Ja,8.21,0
K0811,37,107,85.37,14.85,1,0,Ett_aar,Ja,6.54,0
K0812,35,23,51.81,18.22,0,1,Maaned,Nei,7.82,0
K0813,62,44,87.14,18.3,1,0,Ett_aar,Ja,7.53,0
K0814,31,39,53.17,8.05,2,2,To_aar,Ja,8.35,0
K0815,43,30,75.68,9.99,0,1,Ett_aar,Ja,7.57,0
K0816,47,70,91.86,14.6,1,2,Maaned,Nei,5.16,0
K0817,54,71,80.68,10.78,2,1,Maaned,Ja,7.44,1
K0818,46,50,75.15,10.81,1,0,To_aar,Ja,8.23,0
K0819,37,26,97.54,2.87,3,1,Maaned,Nei,3.6,1
K0820,34,52,72.18,13.05,1,1,Ett_aar,Ja,8.6,0
K0821,55,39,85.97,5.02,2,0,Maaned,Nei,7.92,0
K0822,32,69,76.0,12.16,2,1,Maaned,Ja,9.45,0
K0823,29,78,49.48,6.8,1,1,Maaned,Nei,9.08,0
K0824,36,67,81.33,9.0,3,1,Maaned,Nei,7.22,1
K0825,,39,72.04,12.41,1,0,Ett_aar,Nei,8.05,0
K0826,63,52,57.28,10.84,1,1,To_aar,Nei,6.61,0
K0827,41,72,92.89,17.16,2,1,Maaned,Ja,3.78,1
K0828,29,79,74.53,4.49,1,0,To_aar,Ja,7.01,0
K0829,45,15,49.03,10.1,1,1,Ett_aar,Nei,9.33,0
K0830,43,13,68.97,14.02,2,2,Maaned,Ja,5.54,1
K0831,65,15,56.84,14.07,0,0,Ett_aar,Ja,5.36,0
K0832,38,63,94.52,6.52,0,1,Ett_aar,Nei,9.6,0
K0833,70,33,78.18,4.14,0,3,Maaned,Ja,7.63,0
K0834,33,87,90.57,10.61,1,2,Maaned,Ja,8.43,0
K0835,43,22,76.43,11.31,0,1,Maaned,Nei,8.3,0
K0836,45,36,79.77,12.69,1,1,Maaned,Ja,8.14,0
K0837,59,11,88.23,1.0,2,1,Maaned,Ja,7.46,0
K0838,46,62,37.51,4.92,3,0,To_aar,Ja,7.64,0
K0839,44,28,72.82,12.46,0,2,Maaned,Nei,7.53,1
K0840,43,102,67.2,17.6,1,1,To_aar,Ja,6.52,0
K0841,53,23,89.03,13.12,1,1,Maaned,Ja,6.49,1
K0842,22,31,84.02,10.43,1,0,To_aar,Ja,6.51,0
K0843,38,84,76.77,7.22,6,1,To_aar,Ja,4.36,0
K0844,37,26,99.0,17.26,1,0,Maaned,Ja,8.14,1
K0845,42,71,73.47,6.74,2,0,To_aar,Ja,7.89,0
K0846,33,28,77.81,13.43,0,1,Maaned,Ja,5.93,0
K0847,35,64,76.69,10.17,0,0,Ett_aar,Ja,8.23,0
K0848,46,34,58.84,17.22,0,0,To_aar,Ja,9.16,0
K0849,41,11,74.97,5.17,0,2,Maaned,Nei,5.82,1
K0850,37,39,,4.17,1,0,To_aar,Ja,5.92,0
K0851,45,22,66.41,15.59,1,1,Ett_aar,Ja,6.43,0
K0852,51,41,88.97,3.47,2,3,Ett_aar,Ja,2.88,1
K0853,20,88,84.24,9.59,2,1,Maaned,Ja,5.46,0
K0854,34,51,73.13,7.94,1,1,Maaned,Ja,5.19,0
K0855,52,20,74.85,11.16,1,0,Ett_aar,Ja,7.12,0
K0856,43,46,56.88,13.71,2,0,To_aar,Ja,7.9,0
K0857,37,26,91.57,6.73,1,1,Maaned,Nei,6.62,1
K0858,40,99,64.78,14.03,0,1,To_aar,Ja,8.85,0
K0859,32,50,67.42,13.02,3,1,Ett_aar,Ja,5.21,1
K0860,56,100,81.26,5.87,2,1,Ett_aar,Ja,5.57,0
K0861,52,15,98.8,10.25,0,1,Ett_aar,Nei,8.1,0
K0862,44,46,93.13,,3,1,Ett_aar,Nei,7.0,0
K0863,41,66,72.46,12.11,3,0,To_aar,Ja,6.41,0
K0864,39,9,72.66,5.1,3,0,Maaned,Nei,5.3,1
K0865,43,81,55.08,7.75,4,0,To_aar,Ja,7.07,0
K0866,20,112,82.91,19.72,2,0,Maaned,Ja,6.35,1
K0867,31,20,100.98,11.38,1,0,Maaned,Ja,4.74,1
K0868,27,37,90.12,11.44,1,3,Maaned,Nei,7.12,0
K0869,18,15,99.07,,2,0,Maaned,Ja,4.41,0
K0870,41,22,85.39,8.14,2,1,Maaned,Ja,3.23,0
K0871,41,16,64.94,4.71,2,2,Ett_aar,Nei,4.87,0
K0872,50,62,92.6,7.03,0,0,Ett_aar,Ja,8.58,0
K0873,41,62,83.77,19.64,3,0,Ett_aar,Ja,8.44,0
K0874,48,82,73.0,14.15,1,0,To_aar,Ja,7.35,0
K0875,20,75,84.98,13.54,2,0,Maaned,Nei,7.11,0
K0876,37,44,83.38,24.19,2,1,Ett_aar,Ja,7.85,0
K0877,34,81,,9.6,0,1,Ett_aar,Ja,6.21,0
K0878,35,30,53.82,,2,1,Ett_aar,Ja,7.37,0
K0879,70,19,81.56,12.65,1,2,Maaned,Nei,6.35,1
K0880,51,22,73.97,6.94,3,3,Maaned,Nei,6.22,0
K0881,35,63,29.58,6.79,0,2,To_aar,Ja,7.39,0
K0882,43,15,89.57,,1,2,Maaned,Ja,4.05,1
K0883,42,15,77.74,6.36,1,2,Maaned,Nei,2.71,0
K0884,18,48,104.13,16.69,4,0,Maaned,Ja,5.06,1
K0885,60,50,84.97,10.77,1,1,Ett_aar,Ja,6.64,0
K0886,61,12,71.85,11.29,1,0,Ett_aar,Nei,6.76,0
K0887,19,10,75.7,25.15,1,0,Maaned,Ja,6.45,0
K0888,33,36,97.44,12.93,1,0,Maaned,Nei,6.02,0
K0889,48,50,72.62,16.69,1,0,Ett_aar,Ja,10.0,0
K0890,33,47,66.31,14.26,0,0,To_aar,Ja,6.45,0
K0891,38,66,71.31,9.96,3,0,Ett_aar,Ja,7.82,0
K0892,50,29,71.33,4.95,1,0,Ett_aar,Ja,6.68,1
K0893,59,4,105.59,15.43,2,1,Maaned,Nei,4.06,0
K0894,29,11,91.29,2.99,1,2,Maaned,Ja,6.24,1
K0895,62,56,63.46,13.47,3,0,To_aar,Ja,6.29,0
K0896,37,32,73.0,5.73,2,0,To_aar,Nei,8.61,0
K0897,24,72,76.62,13.56,0,2,Maaned,Ja,7.39,0
K0898,47,37,68.1,2.57,2,2,Ett_aar,Ja,5.46,0
K0899,34,14,90.52,7.06,2,4,Maaned,Nei,6.9,1
K0900,26,32,92.48,3.52,0,0,Ett_aar,Ja,7.84,0
K0901,32,26,66.65,6.76,1,3,Ett_aar,Ja,6.75,0
K0902,34,72,77.22,10.94,0,0,To_aar,Ja,7.79,0
K0903,62,38,72.7,9.55,2,1,Maaned,Ja,6.13,1
K0904,18,22,71.56,,1,1,Ett_aar,Nei,8.38,0
K0905,32,57,53.42,21.31,1,3,Maaned,Nei,6.76,1
K0906,,10,76.33,6.32,1,1,Maaned,Nei,5.19,0
K0907,48,18,75.24,18.45,0,0,Maaned,Ja,8.5,0
K0908,18,43,84.78,21.85,1,4,Ett_aar,Ja,4.58,1
K0909,40,71,94.95,16.32,3,0,Maaned,Ja,4.61,0
K0910,51,39,78.22,13.89,1,1,To_aar,Ja,7.06,0
K0911,43,15,77.21,13.21,1,1,Maaned,Nei,8.3,0
K0912,61,64,46.43,12.45,0,1,Maaned,Nei,8.76,0
K0913,18,40,68.67,8.03,2,1,Ett_aar,Ja,,0
K0914,18,30,84.03,9.86,0,3,Ett_aar,Nei,6.86,1
K0915,62,25,75.24,18.07,1,1,Maaned,Nei,8.26,0
K0916,44,18,65.32,15.01,1,4,Maaned,Nei,6.49,1
K0917,36,15,81.52,13.15,1,0,Maaned,Ja,7.27,0
K0918,,13,95.28,16.7,2,0,Maaned,Nei,7.01,1
K0919,22,5,82.67,13.96,0,1,Maaned,Nei,7.42,0
K0920,29,32,76.93,5.55,1,1,Maaned,Nei,5.98,0
K0921,55,12,76.1,4.72,2,1,Maaned,Nei,7.31,0
K0922,51,55,80.23,12.84,2,1,To_aar,Ja,6.49,0
K0923,37,14,72.48,7.55,1,0,Maaned,Nei,8.14,1
K0924,39,30,60.03,12.65,2,0,To_aar,Ja,9.32,0
K0925,32,47,71.59,11.24,1,1,To_aar,Ja,5.77,1
K0926,65,4,70.44,16.95,1,0,Maaned,Nei,,0
K0927,38,29,68.49,13.13,2,0,Maaned,Ja,7.01,0
K0928,33,31,66.55,6.15,0,0,Maaned,Nei,10.0,0
K0929,50,28,88.48,12.17,0,1,Maaned,Ja,4.92,1
K0930,29,120,67.16,3.33,2,1,Maaned,Nei,9.15,0
K0931,37,11,88.92,13.54,3,0,Maaned,Ja,6.53,1
K0932,26,65,78.33,15.78,1,0,Maaned,Nei,8.14,0
K0933,49,45,100.74,20.96,1,0,Maaned,Ja,8.74,0
K0934,38,29,76.28,17.05,1,1,Maaned,Ja,7.97,0
K0935,51,36,74.69,10.32,1,0,Ett_aar,Nei,6.64,0
K0936,23,86,68.46,16.47,1,0,To_aar,Ja,8.64,0
K0937,38,16,93.94,9.15,1,1,Maaned,Ja,6.97,0
K0938,57,33,59.26,12.73,3,2,Maaned,Nei,4.77,1
K0939,39,46,52.77,2.47,0,2,Ett_aar,Nei,5.78,0
K0940,48,69,84.05,16.29,3,0,Ett_aar,Ja,7.16,0
K0941,38,4,85.91,7.71,0,0,Maaned,Nei,7.44,0
K0942,42,32,47.33,8.94,1,0,To_aar,Ja,5.65,0
K0943,52,35,89.65,12.35,0,0,Maaned,Ja,8.42,1
K0944,44,87,72.48,12.22,0,0,To_aar,Ja,,0
K0945,57,23,82.4,10.55,0,2,Maaned,Ja,8.6,1
K0946,37,35,58.76,15.75,1,1,To_aar,Nei,7.18,0
K0947,48,44,60.31,11.47,2,2,To_aar,Ja,7.17,0
K0948,21,25,79.49,16.74,2,0,Maaned,Ja,8.54,0
K0949,63,34,85.09,7.43,2,4,Maaned,Nei,2.63,1
K0950,18,24,72.98,13.05,1,0,To_aar,Ja,6.7,0
K0951,52,43,72.96,11.92,3,3,Ett_aar,Nei,2.86,1
K0952,35,49,79.44,11.07,0,1,Maaned,Nei,9.08,0
K0953,53,48,70.68,4.88,0,1,Ett_aar,Nei,6.3,0
K0954,65,10,77.78,8.31,1,1,Maaned,Nei,8.06,1
K0955,34,73,81.76,17.9,0,0,Maaned,Nei,7.5,0
K0956,34,37,79.69,17.03,2,1,Maaned,Nei,7.23,0
K0957,45,30,85.39,13.12,0,0,Maaned,Ja,5.19,0
K0958,41,85,80.14,17.85,1,1,Maaned,Ja,6.0,0
K0959,34,34,82.08,13.47,0,1,Ett_aar,Nei,8.55,0
K0960,57,36,70.91,6.0,3,2,Maaned,Nei,8.77,0
K0961,40,7,90.25,15.85,0,1,Maaned,Nei,,0
K0962,37,48,81.32,14.93,2,0,Maaned,Nei,5.7,1
K0963,34,28,77.68,8.51,0,1,To_aar,Nei,5.93,0
K0964,48,83,75.66,13.94,3,1,Maaned,Nei,5.5,0
K0965,39,27,69.51,16.92,2,1,Ett_aar,Ja,5.9,0
K0966,25,52,66.29,7.04,0,0,To_aar,Ja,7.24,0
K0967,38,36,50.67,17.16,1,0,Ett_aar,Ja,6.7,0
K0968,41,34,74.47,4.76,1,1,Ett_aar,Ja,7.94,0
K0969,41,29,88.82,20.12,1,0,Maaned,Nei,4.64,0
K0970,38,12,78.33,4.04,3,0,Maaned,Ja,7.82,1
K0971,63,48,64.3,11.29,2,3,Maaned,Ja,7.57,0
K0972,44,31,71.19,8.58,1,0,Ett_aar,Ja,6.87,0
K0973,43,49,48.26,9.66,4,1,Ett_aar,Ja,6.8,0
K0974,18,29,63.24,9.6,4,0,Maaned,Ja,7.29,0
K0975,48,37,98.15,8.82,2,0,Maaned,Nei,5.67,1
K0976,51,51,67.24,12.82,1,0,Maaned,Ja,7.72,0
K0977,35,24,47.28,10.67,1,0,Ett_aar,Ja,5.77,0
K0978,65,53,77.1,12.6,3,0,To_aar,Ja,5.06,0
K0979,32,37,92.78,10.94,2,0,Maaned,Ja,6.15,0
K0980,23,71,61.75,11.31,2,0,Maaned,Ja,6.67,1
K0981,43,81,92.54,17.78,1,1,Ett_aar,Nei,8.07,0
K0982,19,27,70.37,9.07,0,1,Ett_aar,Ja,7.25,0
K0983,47,45,108.63,5.94,1,0,Maaned,Nei,9.77,0
K0984,54,10,73.17,14.92,0,0,Maaned,Nei,5.86,0
K0985,41,14,87.25,9.62,3,1,Maaned,Nei,7.64,1
K0986,36,21,105.55,20.09,2,0,Maaned,Nei,5.21,1
K0987,58,69,80.86,21.67,1,0,Maaned,Ja,6.3,0
K0988,22,31,,11.34,1,0,To_aar,Ja,9.15,0
K0989,36,35,74.21,13.4,0,0,Ett_aar,Ja,7.33,1
K0990,43,19,76.48,1.96,3,1,Ett_aar,Ja,5.19,0
K0991,49,46,54.29,13.09,0,0,Ett_aar,Ja,8.49,0
K0992,62,38,69.01,17.77,1,0,To_aar,Nei,8.14,0
K0993,69,15,65.89,,0,1,Ett_aar,Ja,7.14,0
K0994,59,56,83.09,12.36,1,0,Maaned,Ja,7.19,0
K0995,42,30,89.35,11.65,2,1,Maaned,Nei,7.82,1
K0996,30,30,81.63,10.77,2,0,To_aar,Ja,6.21,1
K0997,49,22,85.01,8.59,1,1,Maaned,Ja,7.91,0
K0998,32,31,74.36,6.93,3,0,Ett_aar,Nei,4.77,1
K0999,61,16,89.84,14.33,2,1,Ett_aar,Ja,6.93,0
K1000,26,29,51.51,3.54,2,0,Ett_aar,Ja,6.46,0
K1001,39,21,85.36,16.92,2,1,Maaned,Nei,5.45,0
K1002,,79,66.85,12.15,2,0,To_aar,Ja,4.26,0
K1003,42,39,66.5,16.73,1,0,Ett_aar,Ja,8.13,0
K1004,24,106,84.38,16.79,2,0,Ett_aar,Nei,5.68,0
K1005,37,81,82.9,4.86,2,2,Ett_aar,Nei,7.34,0
K1006,20,28,88.51,11.43,3,0,Maaned,Nei,5.3,0
K1007,27,37,65.42,3.63,4,3,Maaned,Ja,4.56,1
K1008,42,74,74.2,14.75,2,0,Ett_aar,Ja,7.83,0
K1009,38,22,68.51,,0,0,Ett_aar,Ja,8.0,0
K1010,43,28,91.14,8.21,2,3,Maaned,Ja,2.22,1
K1011,44,59,53.78,12.4,1,0,To_aar,Ja,7.86,0
K1012,35,57,84.74,13.35,3,1,Ett_aar,Ja,4.97,0
K1013,42,58,46.16,17.41,4,0,Ett_aar,Ja,6.42,0
K1014,44,58,63.77,19.92,2,2,Maaned,Nei,6.71,1
K1015,39,39,76.26,18.77,3,0,Ett_aar,Nei,4.89,0
K1016,25,97,69.22,15.35,1,2,Ett_aar,Nei,7.36,0
K1017,41,23,69.07,,0,0,To_aar,Ja,4.87,0
K1018,41,64,109.51,10.28,1,0,Maaned,Ja,7.52,0
K1019,50,35,81.79,10.97,3,1,Maaned,Ja,5.26,0
K1020,55,43,51.05,5.57,0,0,To_aar,Ja,10.0,0
K1021,40,84,56.87,9.8,2,3,Ett_aar,Nei,5.9,1
K1022,41,48,100.76,16.16,0,1,Ett_aar,Nei,4.64,1
K1023,42,77,71.9,4.43,1,2,To_aar,Ja,7.0,0
K1024,48,24,80.4,12.18,4,2,Maaned,Nei,3.38,1
K1025,24,58,76.31,17.88,1,0,Ett_aar,Nei,7.1,0
K1026,,85,87.0,12.58,1,1,To_aar,Ja,5.67,0
K1027,29,73,95.06,16.47,1,0,Maaned,Ja,9.23,0
K1028,45,35,102.32,8.97,1,1,Maaned,Ja,6.55,0
K1029,50,39,82.71,5.3,0,1,Ett_aar,Nei,7.69,0
K1030,37,30,65.82,10.31,4,0,Maaned,Nei,6.23,1
K1031,18,22,92.01,8.61,1,2,Ett_aar,Ja,8.14,0
K1032,69,45,68.25,11.51,2,0,Ett_aar,Ja,8.16,0
K1033,,53,81.19,6.46,1,2,Maaned,Nei,6.68,0
K1034,50,32,90.13,13.98,5,1,Maaned,Nei,2.66,1
K1035,18,32,94.87,15.66,0,0,Maaned,Ja,7.86,0
K1036,30,64,72.0,16.59,1,0,Ett_aar,Ja,7.47,0
K1037,75,80,77.91,15.98,0,1,Maaned,Nei,7.64,0
K1038,47,72,81.94,15.07,1,1,Maaned,Ja,4.58,1
K1039,34,13,86.57,7.48,4,1,Maaned,Nei,5.48,1
K1040,67,27,79.43,3.01,2,0,Ett_aar,Ja,6.07,0
K1041,25,48,71.2,,1,0,Ett_aar,Ja,7.85,0
K1042,48,11,90.48,9.44,0,1,Maaned,Nei,6.84,0
K1043,19,59,59.25,12.65,2,0,Ett_aar,Ja,7.11,0
K1044,36,53,81.39,10.54,2,1,Ett_aar,Nei,6.27,1
K1045,32,73,67.1,,1,2,Ett_aar,Ja,5.99,0
K1046,18,39,,10.73,0,0,Maaned,Nei,6.08,0
K1047,18,61,58.41,12.03,2,0,Ett_aar,Nei,5.21,0
K1048,54,45,63.04,10.22,1,2,To_aar,Ja,8.09,0
K1049,42,76,75.35,8.74,4,0,To_aar,Nei,6.22,0
K1050,24,72,65.38,6.66,1,0,Maaned,Ja,7.94,1
K1051,34,31,73.81,14.07,0,0,Maaned,Ja,6.64,0
K1052,38,25,,12.19,2,1,Ett_aar,Ja,8.8,0
K1053,78,26,47.42,12.06,3,0,Ett_aar,Ja,4.37,0
K1054,19,40,71.35,5.37,2,1,Ett_aar,Ja,6.49,0
K1055,27,52,70.14,17.73,1,0,Maaned,Nei,9.36,0
K1056,36,43,82.99,1.97,0,2,Ett_aar,Nei,6.95,1
K1057,42,29,60.45,6.54,3,2,Ett_aar,Nei,5.7,1
K1058,47,36,67.59,6.01,0,3,To_aar,Ja,9.8,0
K1059,40,44,96.82,19.19,1,1,Maaned,Nei,6.7,1
K1060,23,26,86.9,12.77,1,1,Maaned,Ja,7.37,0
K1061,30,26,71.1,16.25,0,2,Ett_aar,Nei,6.4,0
K1062,46,34,74.49,14.72,5,3,Maaned,Ja,3.21,1
K1063,51,44,61.25,15.52,0,0,To_aar,Ja,7.4,0
K1064,34,13,86.82,11.94,1,1,Maaned,Ja,5.45,1
K1065,62,44,89.91,16.19,1,0,Ett_aar,Ja,5.33,0
K1066,41,30,54.57,3.98,2,0,Maaned,Ja,,0
K1067,49,30,69.13,12.05,1,0,Maaned,Nei,7.4,0
K1068,33,73,79.06,9.93,1,0,To_aar,Ja,9.45,0
K1069,58,14,64.73,2.51,2,0,Maaned,Nei,7.83,1
K1070,41,42,60.42,5.11,0,0,Ett_aar,Ja,8.44,0
K1071,34,39,95.39,12.1,0,0,Maaned,Nei,8.41,0
K1072,42,87,64.92,2.55,2,0,Ett_aar,Ja,8.22,1
K1073,29,73,90.68,15.16,1,0,Ett_aar,Ja,8.16,1
K1074,26,33,63.57,6.39,2,1,Ett_aar,Ja,5.66,0
K1075,40,84,69.34,14.19,0,3,To_aar,Nei,7.11,0
K1076,40,42,75.26,3.13,3,2,Maaned,Nei,5.99,1
K1077,26,44,66.53,6.45,3,2,Ett_aar,Ja,5.1,1
K1078,23,120,56.85,10.5,1,1,Maaned,Ja,7.61,0
K1079,31,58,76.48,18.11,2,1,Ett_aar,Nei,4.56,0
K1080,47,76,64.01,9.83,1,2,Ett_aar,Nei,6.5,0
K1081,51,40,75.33,,2,1,Ett_aar,Ja,7.79,1
K1082,46,50,86.49,11.57,0,1,Maaned,Nei,7.76,0
K1083,30,50,74.34,8.73,0,0,Ett_aar,Ja,8.0,0
K1084,40,32,92.52,12.0,1,1,Maaned,Nei,5.92,1
K1085,26,25,59.6,13.55,1,1,Maaned,Nei,6.11,0
K1086,38,22,87.69,12.51,1,0,Maaned,Ja,7.79,0
K1087,37,64,62.05,9.16,3,2,To_aar,Ja,5.11,0
K1088,51,23,78.72,10.55,1,0,Maaned,Ja,6.29,1
K1089,30,25,74.06,7.19,3,1,Maaned,Nei,5.35,0
K1090,42,59,68.46,13.09,1,0,Ett_aar,Nei,7.18,0
K1091,42,112,64.14,17.54,2,0,Ett_aar,Ja,4.69,0
K1092,35,30,73.81,14.83,2,0,Maaned,Ja,7.99,0
K1093,60,54,63.3,7.15,1,0,Ett_aar,Ja,6.49,0
K1094,42,50,71.83,16.24,1,0,To_aar,Ja,7.15,0
K1095,46,25,80.25,15.33,3,0,To_aar,Nei,5.01,0
K1096,46,42,,10.82,2,2,Ett_aar,Ja,5.79,0
K1097,36,37,78.46,7.48,3,1,Maaned,Nei,6.08,0
K1098,,54,95.67,13.73,1,0,Maaned,Nei,4.3,0
K1099,26,41,52.22,15.14,1,2,To_aar,Ja,7.45,0
K1100,55,33,69.83,10.88,0,0,Ett_aar,Ja,8.62,0
K1101,45,30,70.01,8.55,1,0,Ett_aar,Nei,5.61,0
K1102,34,14,69.62,8.45,0,1,Maaned,Nei,6.43,0
K1103,67,12,60.82,4.93,0,2,Maaned,Nei,,1
K1104,35,69,69.64,0.77,1,0,Ett_aar,Ja,8.79,0
K1105,26,79,51.28,11.62,0,1,To_aar,Ja,6.85,0
K1106,40,38,,3.26,3,1,Maaned,Ja,9.62,0
K1107,35,35,53.98,11.7,2,2,Ett_aar,Nei,,0
K1108,46,63,72.22,12.58,3,0,Maaned,Nei,7.38,0
K1109,43,39,73.63,10.53,0,3,To_aar,Ja,6.26,0
K1110,47,79,59.22,16.99,0,0,To_aar,Ja,7.87,0
K1111,33,60,60.61,10.47,1,0,Maaned,Ja,8.63,0
K1112,18,48,72.39,6.53,1,2,Maaned,Ja,6.69,1
K1113,38,67,86.52,22.34,3,1,Ett_aar,Ja,6.41,0
K1114,46,56,107.92,9.33,2,2,Maaned,Nei,4.83,1
K1115,21,30,54.02,7.96,0,2,Ett_aar,Ja,7.2,0
K1116,41,61,95.54,,0,1,Maaned,Ja,6.57,0
K1117,52,37,95.46,11.52,1,0,To_aar,Ja,5.26,0
K1118,33,31,101.17,12.17,0,2,Maaned,Nei,4.21,1
K1119,33,23,81.52,16.32,0,0,Ett_aar,Ja,7.96,0
K1120,45,80,73.93,9.8,0,1,To_aar,Ja,8.45,0
K1121,27,57,57.28,9.67,1,0,To_aar,Ja,8.84,0
K1122,19,99,81.26,18.01,2,0,Maaned,Ja,6.55,0
K1123,44,28,,17.49,0,1,Maaned,Ja,7.99,0
K1124,,76,88.47,15.78,2,0,Maaned,Nei,7.96,0
K1125,38,13,80.28,3.68,1,1,Ett_aar,Ja,6.62,0
K1126,37,33,74.55,17.55,1,1,Maaned,Ja,7.26,1
K1127,49,36,77.19,12.12,0,1,Maaned,Nei,7.38,0
K1128,54,52,86.22,18.27,2,0,Ett_aar,Ja,5.53,1
K1129,49,51,85.49,18.01,0,1,Ett_aar,Ja,6.51,0
K1130,38,15,74.08,10.14,1,0,Maaned,Ja,6.01,0
K1131,39,47,67.46,15.72,0,1,Maaned,Nei,6.52,0
K1132,31,50,82.11,17.49,1,1,Maaned,Nei,6.37,1
K1133,42,79,72.83,6.39,0,2,Maaned,Nei,7.27,0
K1134,34,86,90.4,11.4,0,0,Maaned,Ja,8.67,0
K1135,22,18,66.38,15.14,0,0,Maaned,Ja,7.62,0
K1136,32,13,78.8,8.51,2,5,Maaned,Nei,5.21,1
K1137,38,35,81.94,9.75,3,0,Maaned,Ja,7.91,0
K1138,38,35,70.96,5.83,3,1,Maaned,Nei,3.26,1
K1139,53,18,78.75,13.53,0,1,Maaned,Nei,7.02,1
K1140,18,30,62.49,11.96,3,0,Maaned,Nei,6.85,0
K1141,58,59,52.8,14.35,2,0,To_aar,Ja,8.46,0
K1142,66,62,92.62,12.86,2,1,Maaned,Ja,6.55,0
K1143,43,19,85.32,14.93,3,2,Maaned,Nei,5.32,1
K1144,62,45,77.83,15.5,1,0,Ett_aar,Nei,6.11,0
K1145,35,71,57.43,,6,0,To_aar,Ja,5.7,0
K1146,55,34,,18.97,1,0,Ett_aar,Ja,7.73,0
K1147,41,16,84.16,9.12,0,0,Maaned,Ja,7.81,0
K1148,49,36,,11.08,3,1,Maaned,Ja,6.53,0
K1149,58,15,82.33,10.06,0,2,Ett_aar,Ja,,0
K1150,24,31,94.9,15.75,0,0,Ett_aar,Nei,10.0,0
K1151,21,32,81.57,16.78,0,0,Maaned,Ja,9.64,0
K1152,38,45,103.83,7.21,2,1,Maaned,Nei,5.61,1
K1153,41,9,85.81,13.86,0,1,Maaned,Ja,8.93,0
K1154,32,46,79.15,8.28,1,1,Maaned,Nei,8.74,0
K1155,18,46,63.84,9.19,1,0,Maaned,Ja,7.27,0
K1156,47,42,57.03,13.75,0,1,Maaned,Nei,7.96,0
K1157,58,27,78.24,10.23,1,1,Ett_aar,Ja,7.11,0
K1158,50,17,63.21,14.77,1,1,Maaned,Ja,5.23,0
K1159,56,41,58.1,11.54,2,2,Maaned,Nei,6.57,0
K1160,55,50,78.22,,0,4,Ett_aar,Nei,5.71,0
K1161,22,17,73.88,14.53,1,1,Maaned,Nei,8.95,0
K1162,34,32,55.21,12.45,0,0,Ett_aar,Nei,8.61,0
K1163,25,40,55.4,21.03,1,0,To_aar,Ja,6.54,0
K1164,49,22,70.06,5.29,5,3,Ett_aar,Nei,3.73,1
K1165,37,57,70.96,4.42,1,0,Ett_aar,Ja,6.88,0
K1166,34,28,78.93,18.05,2,0,Ett_aar,Ja,9.44,0
K1167,18,53,65.17,14.93,1,0,Ett_aar,Ja,7.34,0
K1168,43,72,88.71,11.97,1,3,Maaned,Ja,9.82,1
K1169,35,65,71.57,5.58,0,0,Maaned,Nei,5.48,1
K1170,78,39,78.4,8.32,2,3,Maaned,Nei,7.3,1
K1171,29,61,82.79,6.25,0,0,To_aar,Ja,8.51,0
K1172,35,74,51.42,10.04,2,0,To_aar,Ja,6.54,0
K1173,28,67,35.92,14.24,1,1,Ett_aar,Ja,5.94,0
K1174,35,22,74.51,14.96,0,0,Maaned,Nei,9.31,0
K1175,49,30,74.42,19.97,2,0,Ett_aar,Nei,7.86,1
K1176,18,27,75.49,0.83,1,0,Maaned,Ja,6.31,0
